,text,tag
26846,"how can you go wrong with the star from that acknowledged classic , body of evidence ?",neg
26847,a big house .,neg
26848,"robert richardson is his usual cinematographer , and rob and ollie know how to shoot a flick -- great camera angles , shifting viewpoints , wicked colors , nice looking pictures .",neg
26849,it's a little moment in a big film with nothing to offer but ground breaking special effects set to a plot that should have run its course by 1982 ( the apex of the mad slasher craze ) .,neg
26850,this makes him unique and his evil creators worried .,neg
26851,"( i don't blame her completely , for there is a strange subplot involving her evil twin that is never explained in any way , and it can't be easy to deal with such terrible screenwriting . )",neg
26852,"ragsdale does a fair job in this film , but doesn't give nearly the performance that he did in the original .",neg
26853,"if the audience got anything out of this film , it was this : we are not too unlike the psychlo leader .",neg
26854,little do we know that there are much stronger battles of good v . evil going on in the depths of space .,pos
26855,"he takes a cab to his half-witted girlfriend's apartment , and to make a long story short , ends up going back to his own place to retrieve a gold watch , sort of a family heirloom explained by christopher walken in a hilarious flash-back sequence .",pos
26856,"while the germans , not known for their kindness in those days , had a 6% mortality rate among captured prisoners of war , the mortality rate of japanese prisoners of war was 27% .",pos
26857,"but "" french twist "" is just pretty lame .",neg
26858,"instead , he adds to the phoniness .",neg
26859,lack of dialogue makes him the ultimate caricature .,neg
26860,"i feel like the writer , by pulling out all the melodramatic stops , has robbed me of what could have been a genuinely powerful movie experience on both the romantic and the philosophical level .",neg
26861,( 7 ) murphy's idea of drama is a scene in which his character apologizes for the first time in his life .,neg
26862,"elsewhere for several years , and i had understood that the director/screenwriter had written for the show on occasion also .",neg
26863,sound good .,neg
26864,"later , sonya blade ( sandra hess ) goes to find jax ( lynn "" red "" williams , otherwise known as "" saber "" on tv's american gladiators ) at a medical research facility on the island of oahu .",neg
26865,"fortunately for the creature , this particular band of criminals happens to be the dumbest the world can offer .",neg
26866,the only good thing about this movie was they played outtakes at the end .,neg
26867,"interestingly enough , director hugh johnson , who makes his big screen debut with this film , was the cinematographer on the 1996 film white squall and the 1997 demi moore vehicle , g . i .",neg
26868,"it's not a fatal misstep , mind you , and it doesn't send the story soaring into the realms of incredulity .",neg
26869,""" this is a good way to die , "" says one of the fallen warriors .",neg
26870,"the panes of glass separate , pulling apart the pieces of the still-living horse .",neg
26871,"for the rest of you looking for a good scare , beware : _vampires_ is a film with no teeth .",neg
26872,a new generation of genetically engineered soldiers are faster and stronger .,neg
26873,"for the first time labute is working from a script he has not written , and he seems unsure of how to handle the material .",neg
26874,i didn't care one way or the other who ended up with turner .,pos
26875,"and did basinger lose some of her acting "" talent "" during her hiatus from the profession after her 1997 oscar win ?",neg
26876,"in other cases they are overdone and obviously thrown in just for the sake of hitting the "" cool shots "" quota .",neg
26877,"scrooged is alternatively sick , gross , funny , and then sickly soppy .",neg
26878,"one woman passing her on the street telss her to burn in hell , and when sherri appropriately yells back , "" just tell me what i'm supposed to do , "" the woman has no answer .",pos
26879,"this is basically a "" bad jinn "" story .",neg
26880,luc consoles jim with woody's assistance .,neg
26881,now that would've had some pizzazz !,neg
26882,"but occasionally , bubble boy transcends its substandard roots with glimmers of humor and scathing social commentary .",neg
26883,"peter fonda is an unbelievably underrated actor : he's shy , quiet but always effective .",neg
26884,"if you can take your eyes off the screen , steal a look at the audience .",pos
26885,"every night , around midnight , john notices that the whole city enters a state of suspended animation , and at this time , creepy alien experimenters known as the 'strangers' come out and do nasty things like inject fake memories into people's heads with big hypodermic needles .",pos
26886,i'll stop with the list now . . . the,neg
26887,"bont has a style of filmmaking so out of line with the material that it is , in itself , frightening .",neg
